accuracy,precision,recall,f1,roc_auc,model,experiment_label,time_label,xgboost_weight,mlp_weight,decision_threshold,threshold_metric,threshold_val_score
0.8099496925656792,0.8128523111612176,0.8055865921787709,0.8092031425364759,0.8970561728163619,SoftVotingEnsemble,threshold,15minute,0.65,0.35,0.5,fixed_0.5,
