accuracy,precision,recall,f1,roc_auc,model,experiment_label,time_label,xgboost_weight,mlp_weight,decision_threshold,threshold_metric,threshold_val_score
0.7455509276789095,0.7516415604480494,0.7351718927087268,0.7433155080213903,0.8239973791532285,SoftVotingEnsemble,threshold,10minute,0.65,0.35,0.5,fixed_0.5,
